Size,Type,Stages,Class,Style,Code,Cv_design,l,w,lw,A,n0,Ah,St,Stroke,Deadlift,l/w,dH,Rows,s1_d,s2_d,s3_d,s4_d,s1_dP,s2_dP,s3_dP,s4_dP,Arrangement,alpha,rowGap
32,H,2,090,Q,CU-32-090-2001-H-Q,4418.6,12,12,0.037699112,0.000113097,1352,-4.85,0.3,379,23.9,1,12,20,12,12,-,,0.5,0.5,-,,8/12/20/32/44/52/64/72/80/88/88/88/88/88/88/88/88/88/88/88,0.7,6.06
32,H,3,090,L,CU-32-090-3001-H-L,4733.8,12,12,0.037699112,0.000113097,1760,-4.85,0.3,379,23.9,1,12,20,12,12,12,,0.334,0.332,0.334,,,0.7,6.06
32,H,3,090,L,CB-32-090-3001-H-L,4260.4,12,12,0.037699112,0.000113097,1584,-4.85,0.3,379,52.4,1,12,18,12,12,12,,0.334,0.332,0.334,,,0.7,6.51
32,H,3,090,E,CU-32-090-3001-H-E,1835.9,12,12,0.037699112,0.000113097,646,-4.85,0.3,379,23.9,1,12,20,12,12,12,,0.334,0.332,0.334,,8/8/8/8/12/12/16/16/20/24/28/32/36/40/48/56/64/76/88/88,0.7,6.06
32,H,3,090,Q,CU-32-090-3001-H-Q,3607.8,12,12,0.037699112,0.000113097,1352,-4.85,0.3,379,23.9,1,12,20,12,12,12,,0.334,0.332,0.334,,8/12/20/32/44/52/64/72/80/88/88/88/88/88/88/88/88/88/88/88,0.7,6.06
32,H,4,090,L,CU-32-090-4001-H-L,4099.6,12,12,0.037699112,0.000113097,1760,-4.85,0.3,379,23.9,1,12,20,12,12,12,12,0.25,0.25,0.25,0.25,,0.7,6.06
32,H,4,090,L,CB-32-090-4001-H-L,3689.6,12,12,0.037699112,0.000113097,1584,-4.85,0.3,379,52.4,1,12,18,12,12,12,12,0.25,0.25,0.25,0.25,,0.7,6.51
32,H,4,090,E,CU-32-090-4001-H-E,1590,12,12,0.037699112,0.000113097,688,-4.85,0.3,379,23.9,1,12,20,12,12,12,12,0.25,0.25,0.25,0.25,8/8/8/8/12/12/16/16/20/24/28/32/36/40/48/56/64/76/88/88,0.7,6.06
32,H,4,090,Q,CU-32-090-4001-H-Q,3124.4,12,12,0.037699112,0.000113097,1352,-4.85,0.3,379,23.9,1,12,20,12,12,10,12,0.25,0.25,0.25,0.25,8/12/20/32/44/52/64/72/80/88/88/88/88/88/88/88/88/88/88/88,0.7,6.06
36,S,1,015,L,CB-36-015-1001-S-L,17396,227,40,0.579663706,0.00898012,44,-4.85,0.3,320,51,5.675,61.96779205,-,-,-,-,,1,-,-,,,0.65,19.98
36,S,1,015,L,CU-36-015-1001-S-L,19280,255,40,0.635663706,0.0100878,44,-4.85,0.3,320,23.5,6.375,63.47884834,-,-,-,-,,1,-,-,,,0.65,19.98
36,H,1,015,L,CU-36-015-1001-H-L,20580,12,12,0.037699112,0.000113097,3480,-4.85,0.3,320,23.5,1,12,30,12,-,-,,1,-,-,,,0.8887,-2.19
36,H,1,015,L,CB-36-015-1001-H-L,18524,12,12,0.037699112,0.000113097,3132,-4.85,0.3,320,51,1,12,27,12,-,-,,1,-,-,,,0.8887,-2.12
36,H,1,015,E,CU-36-015-1001-H-E,7534.4,12,12,0.037699112,0.000113097,1284,-4.85,0.3,320,23.5,1,12,30,12,-,-,,1,-,-,,8/8/8/12/12/12/12/16/16/16/20/20/24/24/28/32/36/40/44/48/52/56/64/72/80/88/96/108/116/116/,0.8887,-2.19
36,H,1,015,Q,CU-36-015-1001-H-Q,15491.3,12,12,0.037699112,0.000113097,2640,-4.85,0.3,320,23.5,1,12,30,12,-,-,,1,-,-,,12/12/16/24/32/44/52/60/72/80/88/96/104/108/112/116/116/116/116/116/116/116/116/116/112/112/112/116/116/116,0.8887,-2.19
36,H,2,015,L,CU-36-015-2001-H-L,5481.5,12,12,0.037699112,0.000113097,1664,-4.85,0.3,320,51.2,1,12,16,12,12,-,,0.5,0.5,-,,,0.7,6.95
36,H,2,015,L,CB-36-015-2001-H-L,4796.3,12,12,0.037699112,0.000113097,1456,-4.85,0.3,320,51.2,1,12,14,12,12,-,,0.5,0.5,-,,,0.7,6.34
36,H,2,015,E,CU-36-015-2001-H-E,1895.6,12,12,0.037699112,0.000113097,580,-4.85,0.3,320,51.2,1,12,16,12,12,-,,0.5,0.5,-,,8/8/8/12/12/16/20/24/28/32/40/48/60/72/88/104/,0.7,6.95
36,H,2,015,Q,CU-36-015-2001-H-Q,4183.3,12,12,0.037699112,0.000113097,1280,-4.85,0.3,320,51.2,1,12,16,12,12,-,,0.5,0.5,-,,12/20/32/48/64/80/92/100/104/104/104/104/104/104/104/104,0.7,6.95
36,H,3,015,L,CU-36-015-3001-H-L,4475.6,12,12,0.037699112,0.000113097,1664,-4.85,0.3,320,51.2,1,12,16,12,12,12,,0.334,0.332,0.334,,,0.7,6.95
36,H,3,015,L,CB-36-015-3001-H-L,3916.1,12,12,0.037699112,0.000113097,1456,-4.85,0.3,320,51.2,1,12,14,12,12,12,,0.334,0.332,0.334,,,0.7,6.34
36,H,3,015,E,CU-36-015-3001-H-E,1974.7,12,12,0.037699112,0.000113097,704,-4.85,0.3,320,51.2,1,12,16,12,12,12,,0.334,0.332,0.334,,4/12/12/16/16/20/24/28/36/44/52/64/76/92/104/104,0.7,6.95
36,H,3,015,Q,CU-36-015-3001-H-Q,3415.7,12,12,0.037699112,0.000113097,1280,-4.85,0.3,320,51.2,1,12,16,12,12,12,,0.334,0.332,0.334,,12/20/32/48/64/80/92/100/104/104/104/104/104/104/104/104,0.7,6.95
36,H,4,015,L,CU-36-015-4001-H-L,3876,12,12,0.037699112,0.000113097,1664,-4.85,0.3,320,51.2,1,12,16,12,12,12,12,0.25,0.25,0.25,0.25,,0.7,6.95
36,H,4,015,L,CB-36-015-4001-H-L,3391.5,12,12,0.037699112,0.000113097,1456,-4.85,0.3,320,51.2,1,12,14,12,12,12,12,0.25,0.25,0.25,0.25,,0.7,6.34
36,H,4,015,E,CU-36-015-4001-H-E,1414.3,12,12,0.037699112,0.000113097,612,-4.85,0.3,320,51.2,1,12,16,12,12,12,12,0.25,0.25,0.25,0.25,8/8/12/12/16/16/20/24/28/36/44/52/64/76/92/104,0.7,6.95
36,H,4,015,Q,CU-36-015-4001-H-Q,2958.1,12,12,0.037699112,0.000113097,1280,-4.85,0.3,320,51.2,1,12,16,12,12,12,12,0.25,0.25,0.25,0.25,12/20/32/48/64/80/92/100/104/104/104/104/104/104/104/104,0.7,6.95
36,S,1,030,L,CB-36-030-1001-S-L,17396,227,40,0.579663706,0.00898012,44,-4.85,0.3,320,51,5.675,61.96779205,-,-,-,-,,1,-,-,,,0.65,19.98
36,S,1,030,L,CU-36-030-1001-S-L,19280,255,40,0.635663706,0.0100878,44,-4.85,0.3,320,23.5,6.375,63.47884834,-,-,-,-,,1,-,-,,,0.65,19.98
36,H,1,030,L,CU-36-030-1001-H-L,22050,12,12,0.037699112,0.000113097,3480,-4.85,0.3,320,23.5,1,12,30,12,-,-,,1,-,-,,,0.8887,-2.19
36,H,1,030,L,CB-36-030-1001-H-L,18524,12,12,0.037699112,0.000113097,3132,-4.85,0.3,320,51,1,12,27,12,-,-,,1,-,-,,,0.8887,-2.12
36,H,1,030,E,CU-36-030-1001-H-E,7534.4,12,12,0.037699112,0.000113097,1284,-4.85,0.3,320,23.5,1,12,30,12,-,-,,1,-,-,,8/8/8/12/12/12/12/16/16/16/20/20/24/24/28/32/36/40/44/48/52/56/64/72/80/88/96/108/116/116/,0.8887,-2.19
36,H,1,030,Q,CU-36-030-1001-H-Q,15491.3,12,12,0.037699112,0.000113097,2640,-4.85,0.3,320,23.5,1,12,30,12,-,-,,1,-,-,,12/12/16/24/32/44/52/60/72/80/88/96/104/108/112/116/116/116/116/116/116/116/116/116/112/112/112/116/116/116,0.8887,-2.19
36,H,2,030,L,CU-36-030-2001-H-L,5481.5,12,12,0.037699112,0.000113097,1664,-4.85,0.3,320,23.7,1,12,16,12,12,-,,0.5,0.5,-,,,0.7,6.95
36,H,2,030,L,CB-36-030-2001-H-L,4796.3,12,12,0.037699112,0.000113097,1456,-4.85,0.3,320,51.2,1,12,14,12,12,-,,0.5,0.5,-,,,0.7,6.34
36,H,2,030,E,CU-36-030-2001-H-E,1895.6,12,12,0.037699112,0.000113097,580,-4.85,0.3,320,23.7,1,12,16,12,12,-,,0.5,0.5,-,,8/8/8/12/12/16/20/24/28/32/40/48/60/72/88/104/,0.7,6.95
36,H,2,030,Q,CU-36-030-2001-H-Q,4183.3,12,12,0.037699112,0.000113097,1280,-4.85,0.3,320,23.7,1,12,16,12,12,-,,0.5,0.5,-,,12/20/32/48/64/80/92/100/104/104/104/104/104/104/104/104,0.7,6.95
36,H,3,030,L,CU-36-030-3001-H-L,4475.6,12,12,0.037699112,0.000113097,1664,-4.85,0.3,320,23.7,1,12,16,12,12,12,,0.334,0.332,0.334,,,0.7,6.95
36,H,3,030,L,CB-36-030-3001-H-L,3916.1,12,12,0.037699112,0.000113097,1456,-4.85,0.3,320,51.2,1,12,14,12,12,12,,0.334,0.332,0.334,,,0.7,6.34
36,H,3,030,E,CU-36-030-3001-H-E,1974.7,12,12,0.037699112,0.000113097,704,-4.85,0.3,320,23.7,1,12,16,12,12,12,,0.334,0.332,0.334,,4/12/12/16/16/20/24/28/36/44/52/64/76/92/104/104,0.7,6.95
36,H,3,030,Q,CU-36-030-3001-H-Q,3415.7,12,12,0.037699112,0.000113097,1280,-4.85,0.3,320,23.7,1,12,16,12,12,12,,0.334,0.332,0.334,,12/20/32/48/64/80/92/100/104/104/104/104/104/104/104/104,0.7,6.95
36,H,4,030,L,CU-36-030-4001-H-L,3876,12,12,0.037699112,0.000113097,1664,-4.85,0.3,320,23.7,1,12,16,12,12,12,12,0.25,0.25,0.25,0.25,,0.7,6.95
36,H,4,030,L,CB-36-030-4001-H-L,3391.5,12,12,0.037699112,0.000113097,1456,-4.85,0.3,320,51.2,1,12,14,12,12,12,12,0.25,0.25,0.25,0.25,,0.7,6.34
36,H,4,030,E,CU-36-030-4001-H-E,1414.3,12,12,0.037699112,0.000113097,612,-4.85,0.3,320,23.7,1,12,16,12,12,12,12,0.25,0.25,0.25,0.25,8/8/12/12/16/16/20/24/28/36/44/52/64/76/92/104,0.7,6.95
36,H,4,030,Q,CU-36-030-4001-H-Q,2958.1,12,12,0.037699112,0.000113097,1280,-4.85,0.3,320,23.7,1,12,16,12,12,12,12,0.25,0.25,0.25,0.25,12/20/32/48/64/80/92/100/104/104/104/104/104/104/104/104,0.7,6.95
36,S,1,060,L,CB-36-060-1001-S-L,22722,278,40,0.681663706,0.01099768,48,-4.85,0.3,349,54.3,6.95,64.53434385,-,-,-,-,,1,-,-,,,0.65,19.98
36,S,1,060,L,CU-36-060-1001-S-L,25072,310,40,0.745663706,0.0122636,48,-4.85,0.3,349,22.8,7.75,65.78622454,-,-,-,-,,1,-,-,,,0.65,19.98
36,H,1,060,L,CU-36-060-1001-H-L,21563,12,12,0.037699112,0.000113097,3600,-4.85,0.3,349,22.8,1,12,36,12,-,-,,1,-,-,,,0.9,-3.02
36,H,1,060,L,CB-36-060-1001-H-L,19766,12,12,0.037699112,0.000113097,3300,-4.85,0.3,349,54.3,1,12,31,12,-,-,,1,-,-,,,0.9,-3.17
36,H,1,060,E,CU-36-060-1001-H-E,7844.1,12,12,0.037699112,0.000113097,1024,-4.85,0.3,349,22.8,1,12,36,12,-,-,,1,-,-,,8/8/8/8/8/8/12/12/12/12/16/16/16/16/20/20/24/24/28/28/32/36/36/40/44/48/52/56/64/68/76/80/88/96/100/100/,0.9,-3.02
36,H,1,060,Q,CU-36-060-1001-H-Q,16211.2,12,12,0.037699112,0.000113097,2728,-4.85,0.3,349,22.8,1,12,36,12,-,-,,1,-,-,,8/8/12/16/24/28/36/44/48/56/64/68/76/80/88/92/96/96/100/100/100/100/100/100/100/100/100/100/100/96/96/96/100/100/100/100,0.9,-3.02
36,H,2,060,L,CU-36-060-2001-H-L,5692.3,12,12,0.037699112,0.000113097,1728,-4.85,0.3,349,24,1,12,18,12,12,-,,0.5,0.5,-,,,0.7,6.41
36,H,2,060,L,CB-36-060-2001-H-L,5059.8,12,12,0.037699112,0.000113097,1536,-4.85,0.3,349,53.3,1,12,16,12,12,-,,0.5,0.5,-,,,0.7,6.91
36,H,2,060,E,CU-36-060-2001-H-E,2130.9,12,12,0.037699112,0.000113097,652,-4.85,0.3,349,24,1,12,18,12,12,-,,0.5,0.5,-,,8/8/8/12/12/16/16/20/24/28/32/40/44/56/64/76/92/96/,0.7,6.41
36,H,2,060,Q,CU-36-060-2001-H-Q,4301,12,12,0.037699112,0.000113097,1316,-4.85,0.3,349,24,1,12,18,12,12,-,,0.5,0.5,-,,8/16/24/40/52/64/76/84/92/96/96/96/96/96/96/92/96/96,0.7,6.41
36,H,3,060,L,CU-36-060-3001-H-L,4647.7,12,12,0.037699112,0.000113097,1728,-4.85,0.3,349,24,1,12,18,12,12,12,,0.334,0.332,0.334,,,0.7,6.41
36,H,3,060,L,CB-36-060-3001-H-L,4131.2,12,12,0.037699112,0.000113097,1536,-4.85,0.3,349,53.3,1,12,16,12,12,12,,0.334,0.332,0.334,,,0.7,6.91
36,H,3,060,E,CU-36-060-3001-H-E,2028,12,12,0.037699112,0.000113097,724,-4.85,0.3,349,24,1,12,18,12,12,12,,0.334,0.332,0.334,,4/8/12/12/16/16/20/24/28/32/36/44/52/64/76/88/96/96,0.7,6.41
36,H,3,060,Q,CU-36-060-3001-H-Q,3511.7,12,12,0.037699112,0.000113097,1316,-4.85,0.3,349,24,1,12,18,12,12,12,,0.334,0.332,0.334,,8/16/24/40/52/64/76/84/92/96/96/96/96/96/96/92/96/96,0.7,6.41
36,H,4,060,L,CU-36-060-4001-H-L,4025.1,12,12,0.037699112,0.000113097,1728,-4.85,0.3,349,24,1,12,18,12,12,12,12,0.25,0.25,0.25,0.25,,0.7,6.41
36,H,4,060,L,CB-36-060-4001-H-L,3577.8,12,12,0.037699112,0.000113097,1536,-4.85,0.3,349,53.3,1,12,16,12,12,12,12,0.25,0.25,0.25,0.25,,0.7,6.91
36,H,4,060,E,CU-36-060-4001-H-E,1506.8,12,12,0.037699112,0.000113097,652,-4.85,0.3,349,24,1,12,18,12,12,12,12,0.25,0.25,0.25,0.25,8/8/8/12/12/16/16/20/24/28/32/40/44/56/64/76/92/96,0.7,6.41
36,H,4,060,Q,CU-36-060-4001-H-Q,3041.2,12,12,0.037699112,0.000113097,1316,-4.85,0.3,349,24,1,12,18,12,12,12,12,0.25,0.25,0.25,0.25,8/16/24/40/52/64/76/84/92/96/96/96/96/96/96/92/96/96,0.7,6.41
36,S,1,090,L,CB-36-090-1001-S-L,22722,278,40,0.681663706,0.01099768,48,-4.85,0.3,349,54.3,6.95,64.53434385,-,-,-,-,,1,-,-,,,0.65,19.98
36,S,1,090,L,CU-36-090-1001-S-L,25072,310,40,0.745663706,0.0122636,48,-4.85,0.3,349,22.8,7.75,65.78622454,-,-,-,-,,1,-,-,,,0.65,19.98
36,H,1,090,L,CU-36-090-1001-H-L,21563,12,12,0.037699112,0.000113097,3600,-4.85,0.3,349,22.8,1,12,36,12,-,-,,1,-,-,,,0.9,-3.02
36,H,1,090,L,CB-36-090-1001-H-L,19766,12,12,0.037699112,0.000113097,3300,-4.85,0.3,349,54.3,1,12,31,12,-,-,,1,-,-,,,0.9,-3.17
36,H,1,090,E,CU-36-090-1001-H-E,7844.1,12,12,0.037699112,0.000113097,1024,-4.85,0.3,349,22.8,1,12,36,12,-,-,,1,-,-,,8/8/8/8/8/8/12/12/12/12/16/16/16/16/20/20/24/24/28/28/32/36/36/40/44/48/52/56/64/68/76/80/88/96/100/100/,0.9,-3.02
36,H,1,090,Q,CU-36-090-1001-H-Q,16211.2,12,12,0.037699112,0.000113097,2728,-4.85,0.3,349,22.8,1,12,36,12,-,-,,1,-,-,,8/8/12/16/24/28/36/44/48/56/64/68/76/80/88/92/96/96/100/100/100/100/100/100/100/100/100/100/100/96/96/96/100/100/100/100,0.9,-3.02
36,H,2,090,L,CU-36-090-2001-H-L,5692.3,12,12,0.037699112,0.000113097,1728,-4.85,0.3,349,24,1,12,18,12,12,-,,0.5,0.5,-,,,0.7,6.41
36,H,2,090,L,CB-36-090-2001-H-L,5059.8,12,12,0.037699112,0.000113097,1536,-4.85,0.3,349,53.3,1,12,16,12,12,-,,0.5,0.5,-,,,0.7,6.91
36,H,2,090,E,CU-36-090-2001-H-E,2130.9,12,12,0.037699112,0.000113097,652,-4.85,0.3,349,24,1,12,18,12,12,-,,0.5,0.5,-,,8/8/8/12/12/16/16/20/24/28/32/40/44/56/64/76/92/96/,0.7,6.41
36,H,2,090,Q,CU-36-090-2001-H-Q,4301,12,12,0.037699112,0.000113097,1316,-4.85,0.3,349,24,1,12,18,12,12,-,,0.5,0.5,-,,8/16/24/40/52/64/76/84/92/96/96/96/96/96/96/92/96/96,0.7,6.41
36,H,3,090,L,CU-36-090-3001-H-L,4647.7,12,12,0.037699112,0.000113097,1728,-4.85,0.3,349,24,1,12,18,12,12,12,,0.334,0.332,0.334,,,0.7,6.41
36,H,3,090,L,CB-36-090-3001-H-L,4131.2,12,12,0.037699112,0.000113097,1536,-4.85,0.3,349,53.3,1,12,16,12,12,12,,0.334,0.332,0.334,,,0.7,6.91
36,H,3,090,E,CU-36-090-3001-H-E,2028,12,12,0.037699112,0.000113097,724,-4.85,0.3,349,24,1,12,18,12,12,12,,0.334,0.332,0.334,,4/8/12/12/16/16/20/24/28/32/36/44/52/64/76/88/96/96,0.7,6.41
36,H,3,090,Q,CU-36-090-3001-H-Q,3511.7,12,12,0.037699112,0.000113097,1316,-4.85,0.3,349,24,1,12,18,12,12,12,,0.334,0.332,0.334,,8/16/24/40/52/64/76/84/92/96/96/96/96/96/96/92/96/96,0.7,6.41
36,H,4,090,L,CU-36-090-4001-H-L,4025.1,12,12,0.037699112,0.000113097,1728,-4.85,0.3,349,24,1,12,18,12,12,12,12,0.25,0.25,0.25,0.25,,0.7,6.41
36,H,4,090,L,CB-36-090-4001-H-L,3577.8,12,12,0.037699112,0.000113097,1536,-4.85,0.3,349,53.3,1,12,16,12,12,12,12,0.25,0.25,0.25,0.25,,0.7,6.91
36,H,4,090,E,CU-36-090-4001-H-E,1506.8,12,12,0.037699112,0.000113097,652,-4.85,0.3,349,24,1,12,18,12,12,12,12,0.25,0.25,0.25,0.25,8/8/8/12/12/16/16/20/24/28/32/40/44/56/64/76/92/96,0.7,6.41
36,H,4,090,Q,CU-36-090-4001-H-Q,3041.2,12,12,0.037699112,0.000113097,1316,-4.85,0.3,349,24,1,12,18,12,12,12,12,0.25,0.25,0.25,0.25,8/16/24/40/52/64/76/84/92/96/96/96/96/96/96/92/96/96,0.7,6.41
40,S,1,015,L,CB-40-015-1001-S-L,25586,317,40,0.759663706,0.01254052,48,-4.85,0.3,390,51.2,7.925,66.03195545,-,-,-,-,,1,-,-,,,0.65,20.87
40,S,1,015,L,CU-40-015-1001-S-L,27643,345,40,0.815663706,0.0136482,48,-4.85,0.3,390,23.7,8.625,66.93052491,-,-,-,-,,1,-,-,,,0.65,20.87
40,H,1,015,L,CU-40-015-1001-H-L,27414,15,15,0.04712389,0.000176715,3120,-4.85,0.3,390,23.7,1,15,30,15,-,-,,1,-,-,,,0.845,-2.89
40,H,1,015,L,CB-40-015-1001-H-L,24672,15,15,0.04712389,0.000176715,2808,-4.85,0.3,390,51.2,1,15,27,15,-,-,,1,-,-,,,0.845,-2.55
40,H,1,015,E,CU-40-015-1001-H-E,9659.3,15,15,0.04712389,0.000176715,1108,-4.85,0.3,390,23.7,1,15,30,15,-,-,,1,-,-,,8/8/8/8/8/12/12/12/12/16/16/20/20/24/24/28/28/32/36/40/44/48/56/60/68/76/84/92/104/104/,0.845,-2.89
40,H,1,015,Q,CU-40-015-1001-H-Q,20887.7,15,15,0.04712389,0.000176715,2396,-4.85,0.3,390,23.7,1,15,30,15,-,-,,1,-,-,,8/12/16/24/32/40/48/56/64/72/80/88/92/100/104/104/104/104/104/104/104/104/104/104/104/104/104/104/104/104,0.84,-2.89
40,H,2,015,L,CU-40-015-2001-H-L,8760.7,16,16,0.050265482,0.000201062,1496,-4.85,0.3,390,23.8,1,16,17,16,16,-,,0.5,0.5,-,,,0.7,5.89
40,H,2,015,L,CB-40-015-2001-H-L,7730,16,16,0.050265482,0.000201062,1320,-4.85,0.3,390,51.1,1,16,15,16,16,-,,0.5,0.5,-,,,0.7,7.06
40,H,2,015,E,CU-40-015-2001-H-E,3300.2,16,16,0.050265482,0.000201062,568,-4.85,0.3,390,23.8,1,16,17,16,16,-,,0.5,0.5,-,,8/8/8/12/12/16/16/20/24/28/32/40/48/56/68/84/88/,0.7,5.89
40,H,2,015,Q,CU-40-015-2001-H-Q,6716.5,16,16,0.050265482,0.000201062,1156,-4.85,0.3,390,23.8,1,16,17,16,16,-,,0.5,0.5,-,,8/16/24/40/52/64/76/84/88/88/88/88/88/88/88/88/88,0.7,5.89
40,H,3,015,L,CU-40-015-3001-H-L,6732.3,16,16,0.050265482,0.000201062,1408,-4.85,0.3,390,23.8,1,16,16,16,16,16,,0.334,0.332,0.334,,,0.7,7.35
40,H,3,015,L,CB-40-015-3001-H-L,5890.7,16,16,0.050265482,0.000201062,1232,-4.85,0.3,390,51.1,1,16,14,16,16,16,,0.334,0.332,0.334,,,0.7,7.06
40,H,3,015,E,CU-40-015-3001-H-E,2675.6,16,16,0.050265482,0.000201062,526,-4.85,0.3,390,23.8,1,16,16,16,16,16,,0.334,0.332,0.334,,8/8/8/12/12/16/20/24/28/32/40/48/60/72/88/88,0.7,7.35
40,H,3,015,Q,CU-40-015-3001-H-Q,5123.5,16,16,0.050265482,0.000201062,1080,-4.85,0.3,390,23.8,1,16,16,16,16,16,,0.334,0.332,0.334,,8/16/28/40/56/68/76/84/88/88/88/88/88/88/88/88,0.7,5.89
40,H,4,015,L,CU-40-015-4001-H-L,6194.7,16,16,0.050265482,0.000201062,1496,-4.85,0.3,390,23.8,1,16,17,16,16,16,16,0.25,0.25,0.25,0.25,,0.7,5.89
40,H,4,015,L,CB-40-015-4001-H-L,5465.9,16,16,0.050265482,0.000201062,1320,-4.85,0.3,390,51.1,1,16,15,16,16,16,16,0.25,0.25,0.25,0.25,,0.7,7.06
40,H,4,015,E,CU-40-015-4001-H-E,2382.9,16,16,0.050265482,0.000201062,580,-4.85,0.3,390,23.8,1,16,17,16,16,16,16,0.25,0.25,0.25,0.25,8/8/8/12/12/16/16/20/24/28/36/40/48/60/72/84/88,0.7,5.89
40,H,4,015,Q,CU-40-015-4001-H-Q,4749.3,16,16,0.050265482,0.000201062,1156,-4.85,0.3,390,23.8,1,16,17,16,16,16,16,0.25,0.25,0.25,0.25,8/16/24/40/52/64/76/84/88/88/88/88/88/88/88/88/88,0.7,5.89
40,S,1,030,L,CB-40-030-1001-S-L,25586,317,40,0.759663706,0.01254052,48,-4.85,0.3,390,51.2,7.925,66.03195545,-,-,-,-,,1,-,-,,,0.65,20.87
40,S,1,030,L,CU-40-030-1001-S-L,27643,345,40,0.815663706,0.0136482,48,-4.85,0.3,390,23.7,8.625,66.93052491,-,-,-,-,,1,-,-,,,0.65,20.87
40,H,1,030,L,CU-40-030-1001-H-L,27414,15,15,0.04712389,0.000176715,3120,-4.85,0.3,390,23.7,1,15,30,15,-,-,,1,-,-,,,0.845,-2.89
40,H,1,030,L,CB-40-030-1001-H-L,24672,15,15,0.04712389,0.000176715,2808,-4.85,0.3,390,51.2,1,15,27,15,-,-,,1,-,-,,,0.84,-2.55
40,H,1,030,E,CU-40-030-1001-H-E,9659.3,15,15,0.04712389,0.000176715,1108,-4.85,0.3,390,23.7,1,15,30,15,-,-,,1,-,-,,8/8/8/8/8/12/12/12/12/16/16/20/20/24/24/28/28/32/36/40/44/48/56/60/68/76/84/92/104/104/,0.845,-2.89
40,H,1,030,Q,CU-40-030-1001-H-Q,20887.7,15,15,0.04712389,0.000176715,2396,-4.85,0.3,390,23.7,1,15,30,15,-,-,,1,-,-,,8/12/16/24/32/40/48/56/64/72/80/88/92/100/104/104/104/104/104/104/104/104/104/104/104/104/104/104/104/104,0.845,-2.89
40,H,2,030,L,CU-40-030-2001-H-L,8760.7,16,16,0.050265482,0.000201062,1496,-4.85,0.3,390,23.8,1,16,17,16,16,-,,0.5,0.5,-,,,0.7,5.89
40,H,2,030,L,CB-40-030-2001-H-L,7730,16,16,0.050265482,0.000201062,1320,-4.85,0.3,390,51.1,1,16,15,16,16,-,,0.5,0.5,-,,,0.7,7.06
40,H,2,030,E,CU-40-030-2001-H-E,3300.2,16,16,0.050265482,0.000201062,568,-4.85,0.3,390,23.8,1,16,17,16,16,-,,0.5,0.5,-,,8/8/8/12/12/16/16/20/24/28/32/40/48/56/68/84/88/,0.7,5.89
40,H,2,030,Q,CU-40-030-2001-H-Q,6716.5,16,16,0.050265482,0.000201062,1156,-4.85,0.3,390,23.8,1,16,17,16,16,-,,0.5,0.5,-,,8/16/24/40/52/64/76/84/88/88/88/88/88/88/88/88/88,0.7,5.89
40,H,3,030,L,CU-40-030-3001-H-L,6732.3,16,16,0.050265482,0.000201062,1408,-4.85,0.3,390,23.8,1,16,16,16,16,16,,0.334,0.332,0.334,,,0.7,7.35
40,H,3,030,L,CB-40-030-3001-H-L,5890.7,16,16,0.050265482,0.000201062,1232,-4.85,0.3,390,51.1,1,16,14,16,16,16,,0.334,0.332,0.334,,,0.7,7.06
40,H,3,030,E,CU-40-030-3001-H-E,2675.6,16,16,0.050265482,0.000201062,526,-4.85,0.3,390,23.8,1,16,16,16,16,16,,0.334,0.332,0.334,,8/8/8/12/12/16/20/24/28/32/40/48/60/72/88/88,0.7,7.35
40,H,3,030,Q,CU-40-030-3001-H-Q,5123.5,16,16,0.050265482,0.000201062,1080,-4.85,0.3,390,23.8,1,16,16,16,16,16,,0.334,0.332,0.334,,8/16/28/40/56/68/76/84/88/88/88/88/88/88/88/88,0.7,5.89
40,H,4,030,L,CU-40-030-4001-H-L,6194.7,16,16,0.050265482,0.000201062,1496,-4.85,0.3,390,23.8,1,16,17,16,16,16,16,0.25,0.25,0.25,0.25,,0.7,5.89
40,H,4,030,L,CB-40-030-4001-H-L,5465.9,16,16,0.050265482,0.000201062,1320,-4.85,0.3,390,51.1,1,16,15,16,16,16,16,0.25,0.25,0.25,0.25,,0.7,7.06
40,H,4,030,E,CU-40-030-4001-H-E,2382.9,16,16,0.050265482,0.000201062,580,-4.85,0.3,390,23.8,1,16,17,16,16,16,16,0.25,0.25,0.25,0.25,8/8/8/12/12/16/16/20/24/28/36/40/48/60/72/84/88,0.7,5.89
40,H,4,030,Q,CU-40-030-4001-H-Q,4749.3,16,16,0.050265482,0.000201062,1156,-4.85,0.3,390,23.8,1,16,17,16,16,16,16,0.25,0.25,0.25,0.25,8/16/24/40/52/64/76/84/88/88/88/88/88/88/88/88/88,0.7,5.89
40,S,1,060,L,CB-40-060-1001-S-L,25810,352,40,0.829663706,0.01392512,44,-4.85,0.3,434,55.6,8.8,67.13621385,-,-,-,-,,1,-,-,,,0.65,22.12
40,S,1,060,L,CU-40-060-1001-S-L,28032,385,40,0.895663706,0.0152306,44,-4.85,0.3,434,26.3,9.625,68.01927954,-,-,-,-,,1,-,-,,,0.65,22.12
40,H,1,060,L,CU-40-060-1001-H-L,27532,15,15,0.04712389,0.000176715,3200,-4.85,0.3,434,26.3,1,15,32,15,-,-,,1,-,-,,,0.7518,-2.33
40,H,1,060,L,CB-40-060-1001-H-L,23452,15,15,0.04712389,0.000176715,3000,-4.85,0.3,434,55.6,1,15,30,15,-,-,,1,-,-,,,0.7518,-2.47
